Year,Round,GP_Name,Driver,fp2_TotalLaps,fp2_FastestLap,Q1_Time,Q2_Time,Q3_Time,Race_Position,Race_Points,Race_Status,Race_TotalLaps,Race_FastestLap
2021,21,Saudi Arabian Grand Prix,LEC,23,89.772,88.31,88.459,88.054,7,6,Finished,50,91.601
2021,21,Saudi Arabian Grand Prix,MAZ,20,91.629,90.473,,,18,0,Collision,15,97.043
2021,21,Saudi Arabian Grand Prix,MSC,19,90.652,89.464,,,20,0,Accident,9,96.043
2021,21,Saudi Arabian Grand Prix,NOR,18,90.004,88.338,88.344,88.18,10,1,Finished,50,91.914
2021,21,Saudi Arabian Grand Prix,OCO,21,89.555,88.752,88.574,88.647,4,12,Finished,50,91.797
2021,21,Saudi Arabian Grand Prix,PER,21,89.768,88.021,87.946,88.123,17,0,Collision,15,94.138
2021,21,Saudi Arabian Grand Prix,RAI,24,90.276,88.856,88.885,,15,0,+1 Lap,49,92.778
2021,21,Saudi Arabian Grand Prix,RIC,22,89.968,88.216,88.668,,5,10,Finished,50,92.716
2021,21,Saudi Arabian Grand Prix,RUS,24,90.506,88.926,89.054,,19,0,Collision,15,96.13
2021,21,Saudi Arabian Grand Prix,SAI,23,89.589,88.237,113.652,,8,4,Finished,50,91.851
2021,21,Saudi Arabian Grand Prix,STR,22,90.442,89.368,,,11,0,Finished,50,92.804
2021,21,Saudi Arabian Grand Prix,TSU,20,89.597,88.503,88.222,88.442,14,0,+1 Lap,49,92.506
2021,21,Saudi Arabian Grand Prix,VER,20,89.213,88.285,87.953,87.653,2,18,Finished,50,91.488
2021,21,Saudi Arabian Grand Prix,VET,21,90.502,89.198,,,16,0,Collision damage,44,94.03
2021,22,Abu Dhabi Grand Prix,ALO,27,84.225,83.846,83.46,,8,4,Finished,58,87.607
2021,22,Abu Dhabi Grand Prix,BOT,29,84.083,83.117,83.246,83.036,6,8,Finished,58,86.862
2021,22,Abu Dhabi Grand Prix,GAS,27,84.94,83.489,84.043,,5,10,Finished,58,87.342
2021,22,Abu Dhabi Grand Prix,GIO,27,85.108,84.118,84.251,,17,0,Gearbox,34,89.442
2021,22,Abu Dhabi Grand Prix,HAM,26,83.691,82.845,83.145,82.48,2,18,Finished,58,86.615
2021,22,Abu Dhabi Grand Prix,LAT,22,85.687,84.338,,,16,0,Accident,51,89.293
2021,22,Abu Dhabi Grand Prix,LEC,29,84.557,83.467,83.202,83.122,10,1,Finished,58,88.338
2021,22,Abu Dhabi Grand Prix,MAZ,26,86.336,85.685,,,,0,Illness,,
2021,22,Abu Dhabi Grand Prix,MSC,27,85.784,84.906,,,14,0,+1 Lap,57,89.457
2021,22,Abu Dhabi Grand Prix,NOR,27,85.072,83.553,83.256,82.931,7,6,Finished,58,86.762
2021,22,Abu Dhabi Grand Prix,OCO,29,84.034,83.764,83.42,83.389,9,2,Finished,58,88.249
2021,22,Abu Dhabi Grand Prix,PER,26,84.4,83.35,83.135,82.947,15,0,Engine,55,86.419
2021,22,Abu Dhabi Grand Prix,RAI,23,85.44,84.779,,,19,0,Brakes,25,89.698
2021,22,Abu Dhabi Grand Prix,RIC,26,84.812,83.829,83.448,83.409,12,0,+1 Lap,57,88.723
2021,22,Abu Dhabi Grand Prix,RUS,29,85.549,84.423,,,18,0,Gearbox,26,90.647
2021,22,Abu Dhabi Grand Prix,SAI,29,84.844,83.624,83.174,82.992,3,15,Finished,58,87.618
2021,22,Abu Dhabi Grand Prix,STR,26,85.385,84.061,84.066,,13,0,+1 Lap,57,88.567
2021,22,Abu Dhabi Grand Prix,TSU,26,84.532,83.428,83.404,83.22,4,12,Finished,58,87.496
2021,22,Abu Dhabi Grand Prix,VER,25,84.332,83.322,82.8,82.109,1,26,Finished,58,86.103
2021,22,Abu Dhabi Grand Prix,VET,27,85.195,84.225,84.305,,11,0,Finished,58,88.303
2022,1,Bahrain Grand Prix,ALB,22,94.735,92.726,92.664,,13,0,Finished,57,97.355
2022,1,Bahrain Grand Prix,ALO,24,92.877,92.346,91.621,92.195,9,2,Finished,57,96.733
2022,1,Bahrain Grand Prix,BOT,30,92.951,91.919,91.717,91.56,6,8,Finished,57,96.599
2022,1,Bahrain Grand Prix,GAS,24,93.621,92.096,91.635,92.338,20,0,Power Unit,45,97.324
2022,1,Bahrain Grand Prix,HAM,23,93.144,92.285,91.048,91.238,3,15,Finished,57,96.228
2022,1,Bahrain Grand Prix,HUL,28,94.061,92.777,,,17,0,Finished,57,98.201
2022,1,Bahrain Grand Prix,LAT,28,94.486,93.634,,,16,0,Finished,57,98.251
2022,1,Bahrain Grand Prix,LEC,20,92.023,91.471,90.932,90.558,1,26,Finished,57,94.57
2022,1,Bahrain Grand Prix,MAG,23,93.183,91.955,91.461,91.808,5,10,Finished,57,96.623
2022,1,Bahrain Grand Prix,MSC,24,93.085,92.38,91.998,,11,0,Finished,57,96.956
2022,1,Bahrain Grand Prix,NOR,27,93.28,92.239,92.008,,15,0,Finished,57,96.988
2022,1,Bahrain Grand Prix,OCO,25,93.36,92.041,91.782,,7,6,Finished,57,97.11
2022,1,Bahrain Grand Prix,PER,20,92.958,92.311,91.008,90.921,18,0,Fuel pressure,57,96.089
2022,1,Bahrain Grand Prix,RIC,12,94.166,92.945,,,14,0,Finished,57,97.261
2022,1,Bahrain Grand Prix,RUS,25,92.529,92.269,91.252,92.216,4,12,Finished,57,96.302
2022,1,Bahrain Grand Prix,SAI,22,92.52,91.567,90.787,90.687,2,18,Finished,57,95.74
2022,1,Bahrain Grand Prix,STR,25,93.958,93.032,,,12,0,Finished,57,97.146
2022,1,Bahrain Grand Prix,TSU,26,93.789,92.75,,,8,4,Finished,57,97.104
2022,1,Bahrain Grand Prix,VER,20,91.936,91.785,90.757,90.681,19,0,Fuel pressure,54,95.44
2022,1,Bahrain Grand Prix,ZHO,27,93.953,92.493,93.543,,10,1,Finished,57,96.685
2022,2,Saudi Arabian Grand Prix,ALB,29,91.866,90.492,,,14,0,Collision damage,48,94.368
2022,2,Saudi Arabian Grand Prix,ALO,27,90.944,89.978,89.295,89.147,16,0,Water pump,36,93.831
2022,2,Saudi Arabian Grand Prix,BOT,14,90.832,89.683,89.404,89.183,15,0,Cooling system,36,93.979
2022,2,Saudi Arabian Grand Prix,GAS,29,90.963,89.891,89.418,89.254,8,4,Finished,50,93.468
2022,2,Saudi Arabian Grand Prix,HAM,24,90.513,90.343,,,10,1,Finished,50,92.997
2022,2,Saudi Arabian Grand Prix,HUL,30,91.615,90.543,,,12,0,Finished,50,93.651
2022,2,Saudi Arabian Grand Prix,LAT,26,91.814,91.817,,,18,0,Accident,15,97.53
2022,2,Saudi Arabian Grand Prix,LEC,15,90.074,89.039,88.78,88.225,2,19,Finished,50,91.634
2022,2,Saudi Arabian Grand Prix,MAG,13,92.344,89.831,89.546,89.588,9,2,Finished,50,92.779
2022,2,Saudi Arabian Grand Prix,MSC,27,91.169,90.167,89.92,,,0,Withdrew,,
2022,2,Saudi Arabian Grand Prix,NOR,26,90.735,89.957,89.651,,7,6,Finished,50,92.753
2022,2,Saudi Arabian Grand Prix,OCO,26,90.76,90.093,89.584,89.068,6,8,Finished,50,93.103
2022,2,Saudi Arabian Grand Prix,PER,24,90.36,89.705,88.924,88.2,4,12,Finished,50,92.042
2022,2,Saudi Arabian Grand Prix,RIC,23,91.527,90.009,89.773,,17,0,Gearbox,36,94.487
2022,2,Saudi Arabian Grand Prix,RUS,29,90.664,89.68,89.618,89.104,5,10,Finished,50,92.821
2022,2,Saudi Arabian Grand Prix,SAI,12,90.32,88.855,88.686,88.402,3,15,Finished,50,91.905
2022,2,Saudi Arabian Grand Prix,STR,28,91.372,90.256,91.009,,13,0,+1 Lap,49,94.446
2022,2,Saudi Arabian Grand Prix,TSU,26,90.886,,,,19,0,Power Unit,,
2022,2,Saudi Arabian Grand Prix,VER,23,90.214,88.928,88.945,88.461,1,25,Finished,50,91.772
2022,2,Saudi Arabian Grand Prix,ZHO,27,91.615,89.978,89.819,,11,0,Finished,50,93.924
2022,3,Australian Grand Prix,ALB,28,81.912,80.135,,,10,1,Finished,58,82.589
2022,3,Australian Grand Prix,ALO,22,79.537,79.192,78.815,,17,0,+1 Lap,57,80.846
2022,3,Australian Grand Prix,BOT,25,80.055,79.251,79.41,,8,4,Finished,58,81.651
2022,3,Australian Grand Prix,GAS,27,80.142,79.58,79.226,,9,2,Finished,58,82.731
2022,3,Australian Grand Prix,HAM,23,80.521,79.401,79.106,78.825,4,12,Finished,58,81.886
2022,3,Australian Grand Prix,LAT,24,82.307,81.372,,,16,0,+1 Lap,57,83.882
2022,3,Australian Grand Prix,LEC,27,78.978,78.881,78.606,77.868,1,26,Finished,58,80.26
2022,3,Australian Grand Prix,MAG,23,81.191,80.254,,,14,0,+1 Lap,57,83.071
2022,3,Australian Grand Prix,MSC,22,81.974,80.104,80.465,,13,0,+1 Lap,57,83.006
2022,3,Australian Grand Prix,NOR,24,80.1,79.28,79.066,78.703,5,10,Finished,58,82.248
2022,3,Australian Grand Prix,OCO,25,79.842,79.605,79.136,79.061,7,6,Finished,58,82.469
2022,3,Australian Grand Prix,PER,20,79.658,78.834,78.34,78.24,2,18,Finished,58,81.094
2022,3,Australian Grand Prix,RIC,24,80.203,79.665,79.13,79.032,6,8,Finished,58,82.451
2022,3,Australian Grand Prix,RUS,25,80.212,79.405,79.076,78.933,3,15,Finished,58,81.495
2022,3,Australian Grand Prix,SAI,27,79.376,78.983,78.469,79.408,20,0,Spun off,2,99.028
2022,3,Australian Grand Prix,STR,28,80.611,,,,12,0,Finished,58,83.592
2022,3,Australian Grand Prix,TSU,30,80.424,79.742,79.424,,15,0,+1 Lap,57,83.342
2022,3,Australian Grand Prix,VER,22,79.223,78.58,78.611,78.154,18,0,Fuel leak,39,81.677
2022,3,Australian Grand Prix,VET,,,81.149,,,19,0,Accident,23,85.189
2022,3,Australian Grand Prix,ZHO,23,81.063,79.91,80.155,,11,0,Finished,58,82.541
2022,4,Emilia Romagna Grand Prix,ALB,34,80.591,,,,11,0,+1 Lap,62,81.757
2022,4,Emilia Romagna Grand Prix,ALO,29,80.174,80.198,79.595,89.202,19,0,Collision damage,6,99.685
2022,4,Emilia Romagna Grand Prix,BOT,,,80.419,80.192,90.439,5,10,Finished,63,80.758
2022,4,Emilia Romagna Grand Prix,GAS,37,80.439,80.732,,,12,0,+1 Lap,62,81.713
2022,4,Emilia Romagna Grand Prix,HAM,34,79.992,80.47,81.138,,13,0,+1 Lap,62,81.419
2022,4,Emilia Romagna Grand Prix,LAT,31,81.263,81.971,,,16,0,+1 Lap,62,81.338
2022,4,Emilia Romagna Grand Prix,LEC,35,79.74,78.796,79.584,88.778,6,8,Finished,63,78.574
2022,4,Emilia Romagna Grand Prix,MAG,30,80.74,80.147,79.902,89.164,9,2,Finished,63,81.238
2022,4,Emilia Romagna Grand Prix,MSC,29,80.977,80.422,80.916,,17,0,+1 Lap,62,78.999
2022,4,Emilia Romagna Grand Prix,NOR,6,83.821,80.168,79.294,89.131,3,15,Finished,63,80.903
2022,4,Emilia Romagna Grand Prix,OCO,30,81.179,82.338,,,14,0,+1 Lap,62,81.887
2022,4,Emilia Romagna Grand Prix,PER,33,79.538,79.773,79.296,89.808,2,18,Finished,63,78.949
2022,4,Emilia Romagna Grand Prix,RIC,,,79.98,80.031,89.742,18,0,+1 Lap,62,81.577
2022,4,Emilia Romagna Grand Prix,RUS,32,79.457,80.383,80.757,,4,12,Finished,63,80.962
2022,4,Emilia Romagna Grand Prix,SAI,31,80.258,79.305,78.99,,20,0,Collision,1,
2022,4,Emilia Romagna Grand Prix,STR,38,81.149,80.342,88.119,,10,1,+1 Lap,62,81.75
2022,4,Emilia Romagna Grand Prix,TSU,35,80.381,80.474,,,7,6,Finished,63,80.544
2022,4,Emilia Romagna Grand Prix,VER,36,80.371,79.295,78.793,87.999,1,26,Finished,63,78.446
2022,4,Emilia Romagna Grand Prix,VET,38,81.155,80.364,79.957,91.062,8,4,Finished,63,81.211
2022,4,Emilia Romagna Grand Prix,ZHO,32,80.498,79.73,81.434,,15,0,+1 Lap,62,81.286
2022,5,Miami Grand Prix,ALB,21,91.71,91.266,,,9,2,Finished,57,93.447
2022,5,Miami Grand Prix,ALO,20,90.372,90.407,90.16,,11,0,Finished,57,93.331
2022,5,Miami Grand Prix,BOT,,,90.845,89.751,89.475,7,6,Finished,57,93.184
2022,5,Miami Grand Prix,GAS,20,90.547,90.779,90.128,89.69,18,0,Suspension,45,94.487
2022,5,Miami Grand Prix,HAM,18,90.179,90.388,89.797,89.625,6,8,Finished,57,92.941
2022,5,Miami Grand Prix,LAT,14,92.913,91.325,,,14,0,Finished,57,94.169
2022,5,Miami Grand Prix,LEC,21,90.044,89.474,89.13,88.796,2,18,Finished,57,91.488
2022,5,Miami Grand Prix,MAG,19,90.921,90.975,,,16,0,Front wing,57,93.511
2022,5,Miami Grand Prix,MSC,21,91.587,90.645,90.423,,15,0,Finished,57,92.528
2022,5,Miami Grand Prix,NOR,20,90.535,90.761,89.634,89.75,19,0,Collision,40,93.411
2022,5,Miami Grand Prix,OCO,20,90.861,,,,8,4,Finished,57,93.163
2022,5,Miami Grand Prix,PER,19,90.15,90.055,89.673,89.036,4,12,Finished,57,91.819
2022,5,Miami Grand Prix,RIC,23,91.208,90.583,90.31,,13,0,Finished,57,93.265
2022,5,Miami Grand Prix,RUS,18,89.938,90.49,90.173,,5,10,Finished,57,92.195
2022,5,Miami Grand Prix,SAI,9,90.964,90.079,89.729,88.986,3,15,Finished,57,91.79
2022,5,Miami Grand Prix,STR,23,91.631,90.441,89.996,90.676,10,1,Finished,57,93.312
2022,5,Miami Grand Prix,TSU,23,91.26,90.485,90.031,89.932,12,0,Finished,57,93.035
2022,5,Miami Grand Prix,VER,1,,89.836,89.202,88.991,1,26,Finished,57,91.361
2022,5,Miami Grand Prix,VET,23,91.393,90.677,90.214,,17,0,Collision,54,93.479
2022,5,Miami Grand Prix,ZHO,24,90.86,91.02,,,20,0,Water leak,6,95.731
2022,6,Spanish Grand Prix,ALB,31,82.319,81.645,,,18,0,+2 Laps,64,88.281
2022,6,Spanish Grand Prix,ALO,26,80.203,81.043,,,9,2,+1 Lap,65,86.599
2022,6,Spanish Grand Prix,BOT,3,81.828,80.355,80.053,79.608,6,8,Finished,66,86.395
2022,6,Spanish Grand Prix,GAS,28,80.917,80.719,80.861,,13,0,+1 Lap,65,86.987
2022,6,Spanish Grand Prix,HAM,26,79.874,80.252,79.794,79.512,5,10,Finished,66,84.253
2022,6,Spanish Grand Prix,LAT,25,83.197,81.915,,,16,0,+2 Laps,64,87.246
2022,6,Spanish Grand Prix,LEC,29,79.67,79.861,79.969,78.75,20,0,Turbo,27,87.03
2022,6,Spanish Grand Prix,MAG,24,81.013,80.227,79.81,79.682,17,0,+2 Laps,64,87.537
2022,6,Spanish Grand Prix,MSC,25,80.757,80.683,80.436,80.368,14,0,+1 Lap,65,87.447
2022,6,Spanish Grand Prix,NOR,6,83.388,80.838,80.471,,8,4,Finished,66,85.619
2022,6,Spanish Grand Prix,OCO,27,80.745,80.88,80.638,,7,6,Finished,66,85.935
2022,6,Spanish Grand Prix,PER,30,80.632,80.447,79.83,79.42,2,19,Finished,66,84.108
2022,6,Spanish Grand Prix,RIC,22,81.385,80.549,80.287,80.297,12,0,+1 Lap,65,87.285
2022,6,Spanish Grand Prix,RUS,27,79.787,80.218,79.47,79.393,3,15,Finished,66,84.636
2022,6,Spanish Grand Prix,SAI,31,79.99,79.892,79.453,79.166,4,12,Finished,66,85.985
2022,6,Spanish Grand Prix,STR,32,81.249,81.418,,,15,0,+1 Lap,65,86.876
2022,6,Spanish Grand Prix,TSU,29,81.285,80.707,80.639,,10,1,+1 Lap,65,86.828
2022,6,Spanish Grand Prix,VER,27,80.006,80.091,79.219,79.073,1,25,Finished,66,85.456
2022,6,Spanish Grand Prix,VET,31,80.703,80.954,,,11,0,+1 Lap,65,87.629
2022,6,Spanish Grand Prix,ZHO,30,81.866,80.476,81.094,,19,0,Power loss,28,88.415
2022,7,Monaco Grand Prix,ALB,33,74.486,73.611,,,18,0,Mechanical,49,78.023
2022,7,Monaco Grand Prix,ALO,31,73.912,73.394,72.688,72.247,7,6,Finished,64,75.882
2022,7,Monaco Grand Prix,BOT,28,74.468,73.541,72.909,,9,2,Finished,64,77.6
2022,7,Monaco Grand Prix,GAS,32,73.636,73.66,,,11,0,Finished,64,77.344
2022,7,Monaco Grand Prix,HAM,29,74.267,73.444,72.595,72.56,8,4,Finished,64,77.203
2022,7,Monaco Grand Prix,LAT,33,76.276,74.403,,,15,0,+1 Lap,63,78.579
2022,7,Monaco Grand Prix,LEC,30,72.656,72.569,71.864,71.376,4,12,Finished,64,76.249
2022,7,Monaco Grand Prix,MAG,32,74.239,73.069,72.921,,20,0,Water pressure,20,93.754
2022,7,Monaco Grand Prix,MSC,33,74.894,73.469,73.081,,19,0,Accident,25,84.778
2022,7,Monaco Grand Prix,NOR,24,73.294,72.927,72.266,71.849,6,9,Finished,64,74.693
2022,7,Monaco Grand Prix,OCO,34,75.216,72.848,72.528,73.047,12,0,Finished,64,77.571
2022,7,Monaco Grand Prix,PER,31,73.035,73.004,71.954,71.629,1,25,Finished,64,76.028
2022,7,Monaco Grand Prix,RIC,2,104.698,73.338,72.964,,13,0,Finished,64,77.532
2022,7,Monaco Grand Prix,RUS,31,73.406,72.787,72.617,72.112,5,10,Finished,64,76.83
2022,7,Monaco Grand Prix,SAI,32,72.7,72.616,72.074,71.601,2,18,Finished,64,76.421
2022,7,Monaco Grand Prix,STR,29,74.623,73.678,,,14,0,Finished,64,77.672
2022,7,Monaco Grand Prix,TSU,27,74.134,73.11,72.797,,17,0,+1 Lap,63,75.334
2022,7,Monaco Grand Prix,VER,33,73.103,72.993,72.117,71.666,3,15,Finished,64,76.052
2022,7,Monaco Grand Prix,VET,32,74.059,73.313,72.613,72.732,10,1,Finished,64,77.558
2022,7,Monaco Grand Prix,ZHO,23,74.525,75.606,,,16,0,+1 Lap,63,78.2
2022,8,Azerbaijan Grand Prix,ALB,13,106.397,104.719,,,12,0,+1 Lap,50,107.966
2022,8,Azerbaijan Grand Prix,ALO,22,104.142,104.083,103.36,103.173,7,6,Finished,51,107.989
2022,8,Azerbaijan Grand Prix,BOT,25,105.115,104.478,104.444,,11,0,+1 Lap,50,108.179
2022,8,Azerbaijan Grand Prix,GAS,26,104.315,103.268,103.129,102.845,5,10,Finished,51,108.519
2022,8,Azerbaijan Grand Prix,HAM,25,104.874,103.939,103.182,102.924,4,12,Finished,51,107.044
2022,8,Azerbaijan Grand Prix,LAT,26,107.218,105.367,,,15,0,+1 Lap,50,109.583
2022,8,Azerbaijan Grand Prix,LEC,24,103.224,102.865,102.046,101.359,19,0,Power Unit,21,107.531
2022,8,Azerbaijan Grand Prix,MAG,26,105.588,104.643,,,17,0,Power Unit,32,108.789
2022,8,Azerbaijan Grand Prix,MSC,21,106.425,105.775,,,14,0,+1 Lap,50,108.41
2022,8,Azerbaijan Grand Prix,NOR,23,104.771,104.237,103.398,,9,2,Finished,51,107.997
2022,8,Azerbaijan Grand Prix,OCO,24,104.609,103.903,103.585,,10,1,Finished,51,108.297
2022,8,Azerbaijan Grand Prix,PER,22,103.472,102.733,101.955,101.641,2,19,Finished,51,106.046
2022,8,Azerbaijan Grand Prix,RIC,25,105.059,104.437,103.574,,8,4,Finished,51,108.276
2022,8,Azerbaijan Grand Prix,RUS,26,104.548,103.754,103.281,102.712,3,15,Finished,51,107.177
2022,8,Azerbaijan Grand Prix,SAI,25,104.274,102.957,102.088,101.814,20,0,Hydraulics,9,108.978
2022,8,Azerbaijan Grand Prix,STR,26,104.874,105.371,,,16,0,Vibrations,46,108.038
2022,8,Azerbaijan Grand Prix,TSU,24,104.567,103.595,103.376,103.056,13,0,+1 Lap,50,107.523
2022,8,Azerbaijan Grand Prix,VER,18,103.58,102.722,102.227,101.706,1,25,Finished,51,106.05
2022,8,Azerbaijan Grand Prix,VET,27,104.781,103.279,103.268,103.091,6,8,Finished,51,108.206
2022,8,Azerbaijan Grand Prix,ZHO,24,105.264,103.777,103.79,,18,0,Hydraulics,23,108.723
2022,9,Canadian Grand Prix,ALB,30,76.171,94.047,86.858,,13,0,Finished,70,77.951
2022,9,Canadian Grand Prix,ALO,24,74.543,92.277,84.848,81.944,9,2,Finished,70,77.01
2022,9,Canadian Grand Prix,BOT,3,,93.689,86.788,,7,6,Finished,70,76.927
2022,9,Canadian Grand Prix,GAS,34,74.879,94.492,,,14,0,Finished,70,77.81
2022,9,Canadian Grand Prix,HAM,25,75.421,93.841,85.543,82.891,3,15,Finished,70,76.167
2022,9,Canadian Grand Prix,LAT,27,76.509,95.66,,,16,0,Finished,70,78.54
2022,9,Canadian Grand Prix,LEC,32,74.208,93.008,,,5,10,Finished,70,75.901
2022,9,Canadian Grand Prix,MAG,34,75.499,92.957,86.254,82.96,17,0,Finished,70,78.046
2022,9,Canadian Grand Prix,MSC,35,75.516,93.707,85.684,83.356,19,0,Engine,19,78.967
2022,9,Canadian Grand Prix,NOR,30,74.987,94.066,,,15,0,Finished,70,77.495
2022,9,Canadian Grand Prix,OCO,32,75.119,93.012,86.135,83.529,6,8,Finished,70,77.11
2022,9,Canadian Grand Prix,PER,29,75.167,93.929,93.127,,20,0,Gearbox,8,78.844
2022,9,Canadian Grand Prix,RIC,31,75.033,93.636,86.375,83.749,11,0,Finished,70,77.932
2022,9,Canadian Grand Prix,RUS,31,74.971,93.16,84.95,83.557,4,12,Finished,70,76.418
2022,9,Canadian Grand Prix,SAI,32,74.352,92.781,85.197,82.096,2,19,Finished,70,75.749
2022,9,Canadian Grand Prix,STR,34,75.396,95.532,,,10,1,Finished,70,77.421
2022,9,Canadian Grand Prix,TSU,37,75.567,96.575,,,18,0,Accident,47,78.309
2022,9,Canadian Grand Prix,VER,33,74.127,92.219,83.746,81.299,1,25,Finished,70,75.839
2022,9,Canadian Grand Prix,VET,35,74.442,94.512,,,12,0,Finished,70,77.956
2022,9,Canadian Grand Prix,ZHO,31,75.526,93.692,86.116,84.03,8,4,Finished,70,76.578
2022,10,British Grand Prix,ALB,14,90.263,102.078,,,20,0,Collision,1,
2022,10,British Grand Prix,ALO,19,89.695,101.598,102.209,102.116,5,10,Finished,52,91.609
2022,10,British Grand Prix,BOT,29,90.0,101.396,104.232,,17,0,Gearbox,20,95.103
2022,10,British Grand Prix,GAS,28,90.51,101.68,103.702,,16,0,Collision damage,26,94.275
2022,10,British Grand Prix,HAM,21,89.105,100.428,101.062,101.995,3,16,Finished,52,90.51
2022,10,British Grand Prix,LAT,27,91.326,101.998,103.273,123.095,12,0,Finished,52,93.286
2022,10,British Grand Prix,LEC,25,89.404,99.846,101.247,101.298,4,12,Finished,52,91.282
2022,10,British Grand Prix,MAG,27,90.48,102.159,,,10,1,Finished,52,92.661
2022,10,British Grand Prix,MSC,29,90.609,102.708,,,8,4,Finished,52,92.109
2022,10,British Grand Prix,NOR,29,89.118,101.515,101.821,102.084,6,8,Finished,52,91.645
2022,10,British Grand Prix,OCO,12,90.238,101.73,105.19,,15,0,Fuel pump,38,93.537
2022,10,British Grand Prix,PER,17,89.753,100.521,102.513,101.616,2,18,Finished,52,90.937
2022,10,British Grand Prix,RIC,26,89.902,101.933,104.355,,13,0,Finished,52,92.644
2022,10,British Grand Prix,RUS,29,89.799,100.028,101.725,102.161,18,0,Collision,1,
2022,10,British Grand Prix,SAI,28,88.942,100.19,101.602,100.983,1,25,Finished,52,90.813
2022,10,British Grand Prix,STR,17,89.942,103.43,,,11,0,Finished,52,92.379
2022,10,British Grand Prix,TSU,29,90.338,101.893,104.311,,14,0,Finished,52,93.832
2022,10,British Grand Prix,VER,18,89.149,99.129,100.655,101.055,7,6,Finished,52,92.135
2022,10,British Grand Prix,VET,20,90.057,102.666,,,9,2,Finished,52,92.471
2022,10,British Grand Prix,ZHO,27,90.271,100.791,102.64,102.719,19,0,Collision,1,
2022,11,Austrian Grand Prix,ALB,34,69.74,66.516,66.23,,12,0,+1 Lap,70,69.669
2022,11,Austrian Grand Prix,ALO,21,68.832,66.016,66.082,66.103,10,1,+1 Lap,70,68.558
2022,11,Austrian Grand Prix,BOT,26,69.251,66.442,66.319,,11,0,+1 Lap,70,69.266
2022,11,Austrian Grand Prix,GAS,37,69.579,66.589,66.16,,15,0,+1 Lap,70,70.104
2022,11,Austrian Grand Prix,HAM,14,69.35,66.079,65.475,73.151,3,15,Finished,71,69.0
2022,11,Austrian Grand Prix,LAT,36,70.261,67.003,,,19,0,Undertray,48,70.89
2022,11,Austrian Grand Prix,LEC,43,68.66,65.419,65.287,65.013,1,25,Finished,71,67.583
2022,11,Austrian Grand Prix,MAG,34,69.96,66.366,65.894,65.879,8,4,+1 Lap,70,69.938
2022,11,Austrian Grand Prix,MSC,32,69.7,66.405,66.151,66.011,6,8,+1 Lap,70,69.625
2022,11,Austrian Grand Prix,NOR,38,69.519,66.33,85.847,,7,6,+1 Lap,70,69.304
2022,11,Austrian Grand Prix,OCO,24,68.848,66.468,65.993,65.726,5,10,Finished,71,69.559
2022,11,Austrian Grand Prix,PER,36,69.179,66.143,66.458,,20,0,Collision damage,24,71.843
2022,11,Austrian Grand Prix,RIC,34,69.852,66.613,,,9,2,+1 Lap,70,69.924
2022,11,Austrian Grand Prix,RUS,33,69.24,66.235,65.697,65.431,4,12,Finished,71,69.075
2022,11,Austrian Grand Prix,SAI,40,68.61,65.66,65.576,65.066,18,0,Power Unit,57,68.649
2022,11,Austrian Grand Prix,STR,43,69.525,66.847,,,13,0,+1 Lap,70,70.004
2022,11,Austrian Grand Prix,TSU,39,70.005,66.463,66.851,,16,0,+1 Lap,70,70.023
2022,11,Austrian Grand Prix,VER,32,68.778,65.852,65.374,64.984,2,19,Finished,71,67.275
2022,11,Austrian Grand Prix,VET,44,69.602,67.083,,,17,0,+1 Lap,70,70.0
2022,11,Austrian Grand Prix,ZHO,36,69.665,66.901,,,14,0,+1 Lap,70,69.38
2022,12,French Grand Prix,ALB,23,94.653,93.423,93.307,,13,0,Finished,53,99.199
2022,12,French Grand Prix,ALO,24,94.259,92.819,92.631,92.552,6,8,Finished,53,98.16
2022,12,French Grand Prix,BOT,27,94.264,93.034,93.052,,14,0,Finished,53,97.963
2022,12,French Grand Prix,GAS,24,93.906,93.439,,,12,0,Finished,53,98.786
2022,12,French Grand Prix,HAM,23,93.517,93.041,92.274,91.765,2,18,Finished,53,97.668
2022,12,French Grand Prix,LAT,27,95.412,93.794,,,17,0,Collision damage,41,99.65
2022,12,French Grand Prix,LEC,22,92.628,91.727,91.216,90.872,19,0,Accident,18,98.088
2022,12,French Grand Prix,MAG,24,93.928,92.756,92.649,,18,0,Collision damage,38,99.265
2022,12,French Grand Prix,MSC,22,95.195,93.701,,,15,0,Finished,53,99.068
2022,12,French Grand Prix,NOR,21,93.607,92.672,92.777,92.032,7,6,Finished,53,98.985
2022,12,French Grand Prix,OCO,26,94.66,93.346,93.048,,8,4,Finished,53,98.684
2022,12,French Grand Prix,PER,16,94.06,92.354,92.12,91.335,4,12,Finished,53,97.78
2022,12,French Grand Prix,RIC,23,93.984,93.404,92.922,,9,2,Finished,53,99.133
2022,12,French Grand Prix,RUS,20,93.291,93.109,92.633,92.131,3,15,Finished,53,97.548
2022,12,French Grand Prix,SAI,22,92.527,92.297,91.081,,5,11,Finished,53,95.781
2022,12,French Grand Prix,STR,26,94.595,93.439,,,10,1,Finished,53,99.185
2022,12,French Grand Prix,TSU,24,94.54,93.394,92.836,92.78,20,0,Undertray,18,100.216
2022,12,French Grand Prix,VER,17,93.077,91.891,91.99,91.176,1,25,Finished,53,97.491
2022,12,French Grand Prix,VET,27,94.42,93.285,93.276,,11,0,Finished,53,99.044
