Year,Round,GP_Name,Driver,fp2_TotalLaps,fp2_FastestLap,Q1_Time,Q2_Time,Q3_Time,Race_Position,Race_Points,Race_Status,Race_TotalLaps,Race_FastestLap
2018,1,Australian Grand Prix,ALO,28,85.2,83.597,83.692,,5,10,Finished,58,86.978
2018,1,Australian Grand Prix,BOT,34,84.159,83.686,82.089,,8,4,Finished,58,87.019
2018,1,Australian Grand Prix,ERI,31,86.814,84.556,,,19,0,Steering,6,92.21
2018,1,Australian Grand Prix,GAS,39,85.945,85.295,,,18,0,Engine,14,90.649
2018,1,Australian Grand Prix,GRO,34,84.648,83.671,83.468,83.339,16,0,Wheel,24,88.805
2018,1,Australian Grand Prix,HAM,34,83.931,82.824,82.051,81.164,2,18,Finished,58,86.444
2018,1,Australian Grand Prix,HAR,40,85.925,84.532,,,15,0,+1 Lap,57,88.176
2018,1,Australian Grand Prix,HUL,35,85.471,83.782,83.544,83.532,7,6,Finished,58,87.081
2018,1,Australian Grand Prix,LEC,35,86.815,84.636,,,13,0,Finished,58,88.759
2018,1,Australian Grand Prix,MAG,30,85.246,83.909,83.3,83.187,17,0,Wheel,22,89.534
2018,1,Australian Grand Prix,OCO,33,85.888,84.503,84.786,,12,0,Finished,58,87.6
2018,1,Australian Grand Prix,PER,29,85.413,84.344,84.005,,11,0,Finished,58,87.633
2018,1,Australian Grand Prix,RAI,39,84.214,83.096,82.507,81.828,3,15,Finished,58,86.373
2018,1,Australian Grand Prix,RIC,28,84.721,83.494,82.897,82.152,4,12,Finished,58,85.945
2018,1,Australian Grand Prix,SAI,35,85.39,83.529,83.061,83.577,10,1,Finished,58,87.944
2018,1,Australian Grand Prix,SIR,37,85.974,84.922,,,20,0,Brakes,5,92.573
2018,1,Australian Grand Prix,STR,32,85.543,84.464,84.23,,14,0,Finished,58,88.511
2018,1,Australian Grand Prix,VAN,33,85.285,84.073,83.853,,9,2,Finished,58,86.958
2018,1,Australian Grand Prix,VER,34,84.058,83.483,82.416,81.879,6,8,Finished,58,86.88
2018,1,Australian Grand Prix,VET,38,84.46,83.348,81.944,81.838,1,25,Finished,58,86.469
2018,2,Bahrain Grand Prix,ALO,29,91.282,90.53,90.212,,7,6,+1 Lap,56,94.168
2018,2,Bahrain Grand Prix,BOT,31,90.38,89.275,88.794,88.124,2,18,Finished,57,93.74
2018,2,Bahrain Grand Prix,ERI,32,92.733,91.063,,,9,2,+1 Lap,56,95.093
2018,2,Bahrain Grand Prix,GAS,38,91.232,90.121,89.836,89.329,4,12,Finished,57,94.863
2018,2,Bahrain Grand Prix,GRO,33,91.591,90.53,,,13,0,+1 Lap,56,94.053
2018,2,Bahrain Grand Prix,HAM,32,90.472,89.396,88.458,88.22,3,15,Finished,57,93.953
2018,2,Bahrain Grand Prix,HAR,38,92.908,90.412,90.105,,17,0,+1 Lap,56,94.689
2018,2,Bahrain Grand Prix,HUL,34,91.22,90.26,89.187,89.57,6,8,Finished,57,94.667
2018,2,Bahrain Grand Prix,LEC,37,92.372,91.42,,,12,0,+1 Lap,56,95.058
2018,2,Bahrain Grand Prix,MAG,35,91.969,89.594,89.623,89.358,5,10,Finished,57,94.327
2018,2,Bahrain Grand Prix,OCO,31,91.809,90.338,90.009,89.874,10,1,+1 Lap,56,95.043
2018,2,Bahrain Grand Prix,PER,34,91.868,90.218,90.156,,16,0,+1 Lap,56,95.075
2018,2,Bahrain Grand Prix,RAI,32,89.817,88.951,88.515,88.101,18,0,Wheel,34,94.337
2018,2,Bahrain Grand Prix,RIC,31,90.751,89.552,88.962,88.398,20,0,Electrical,2,98.684
2018,2,Bahrain Grand Prix,SAI,34,91.601,89.893,89.802,89.986,11,0,+1 Lap,56,95.535
2018,2,Bahrain Grand Prix,SIR,37,92.474,91.414,,,15,0,+1 Lap,56,94.563
2018,2,Bahrain Grand Prix,STR,30,92.382,91.503,,,14,0,+1 Lap,56,95.266
2018,2,Bahrain Grand Prix,VAN,35,91.422,90.479,90.525,,8,4,+1 Lap,56,95.131
2018,2,Bahrain Grand Prix,VER,32,90.745,89.374,,,19,0,Puncture,4,103.654
2018,2,Bahrain Grand Prix,VET,37,89.828,89.06,88.341,87.958,1,25,Finished,57,94.453
2018,3,Chinese Grand Prix,ALO,23,94.632,93.428,93.232,,7,6,Finished,56,97.234
2018,3,Chinese Grand Prix,BOT,27,93.515,92.921,92.063,91.625,2,18,Finished,56,96.987
2018,3,Chinese Grand Prix,ERI,29,95.624,94.914,,,16,0,Finished,56,98.386
2018,3,Chinese Grand Prix,GAS,33,94.849,94.101,,,18,0,Finished,56,98.367
2018,3,Chinese Grand Prix,GRO,26,96.471,93.238,92.524,92.855,17,0,Finished,56,97.41
2018,3,Chinese Grand Prix,HAM,26,93.482,93.283,91.914,91.675,4,12,Finished,56,96.878
2018,3,Chinese Grand Prix,HAR,37,95.333,94.013,93.795,,20,0,Collision damage,51,99.376
2018,3,Chinese Grand Prix,HUL,30,94.313,93.545,92.494,92.532,6,8,Finished,56,96.881
2018,3,Chinese Grand Prix,LEC,26,95.916,94.454,,,19,0,Finished,56,98.808
2018,3,Chinese Grand Prix,MAG,26,94.458,93.359,92.986,,10,1,Finished,56,98.152
2018,3,Chinese Grand Prix,OCO,30,94.874,93.585,93.057,,11,0,Finished,56,97.985
2018,3,Chinese Grand Prix,PER,30,94.792,93.464,92.931,92.758,12,0,Finished,56,97.673
2018,3,Chinese Grand Prix,RAI,26,93.489,92.474,92.286,91.182,3,15,Finished,56,96.456
2018,3,Chinese Grand Prix,RIC,26,94.557,93.877,92.688,91.948,1,25,Finished,56,95.785
2018,3,Chinese Grand Prix,SAI,28,94.473,93.315,92.97,92.819,9,2,Finished,56,97.754
2018,3,Chinese Grand Prix,SIR,31,95.34,94.062,,,15,0,Finished,56,98.624
2018,3,Chinese Grand Prix,STR,19,97.147,94.285,,,14,0,Finished,56,98.5
2018,3,Chinese Grand Prix,VAN,22,95.163,93.824,93.505,,13,0,Finished,56,98.137
2018,3,Chinese Grand Prix,VER,26,93.823,92.932,92.809,91.796,5,10,Finished,56,96.206
2018,3,Chinese Grand Prix,VET,27,93.59,92.171,92.385,91.095,8,4,Finished,56,97.479
2018,4,Azerbaijan Grand Prix,ALO,34,103.7,104.01,104.019,,7,6,Finished,51,107.449
2018,4,Azerbaijan Grand Prix,BOT,25,103.57,103.355,102.679,101.837,14,0,Puncture,49,105.149
2018,4,Azerbaijan Grand Prix,ERI,9,106.042,105.541,,,11,0,Finished,51,107.925
2018,4,Azerbaijan Grand Prix,GAS,39,104.712,104.496,,,12,0,Finished,51,108.035
2018,4,Azerbaijan Grand Prix,GRO,27,104.425,,,,15,0,Accident,43,106.88
2018,4,Azerbaijan Grand Prix,HAM,31,103.603,102.693,102.676,101.677,1,25,Finished,51,105.412
2018,4,Azerbaijan Grand Prix,HAR,36,105.051,117.354,,,10,1,Finished,51,108.288
2018,4,Azerbaijan Grand Prix,HUL,33,104.091,103.746,103.232,103.066,18,0,Accident,11,108.867
2018,4,Azerbaijan Grand Prix,LEC,30,104.94,103.752,104.074,,6,8,Finished,51,107.403
2018,4,Azerbaijan Grand Prix,MAG,29,103.977,103.674,104.759,,13,0,Finished,51,108.155
2018,4,Azerbaijan Grand Prix,OCO,30,103.814,103.021,102.967,102.523,19,0,Collision,1,
2018,4,Azerbaijan Grand Prix,PER,31,104.142,103.992,103.366,102.547,3,15,Finished,51,106.206
2018,4,Azerbaijan Grand Prix,RAI,33,102.864,102.538,102.51,102.49,2,18,Finished,51,106.523
2018,4,Azerbaijan Grand Prix,RIC,35,102.795,102.857,103.482,101.911,17,0,Collision,40,105.419
2018,4,Azerbaijan Grand Prix,SAI,36,103.834,103.426,103.464,103.351,5,10,Finished,51,106.856
2018,4,Azerbaijan Grand Prix,SIR,33,105.007,104.261,103.886,,20,0,Collision,1,
2018,4,Azerbaijan Grand Prix,STR,31,104.459,104.359,103.585,,8,4,Finished,51,106.815
2018,4,Azerbaijan Grand Prix,VAN,29,105.288,104.489,,,9,2,Finished,51,107.666
2018,4,Azerbaijan Grand Prix,VER,27,102.911,102.642,102.901,101.994,16,0,Collision,40,105.771
2018,4,Azerbaijan Grand Prix,VET,38,104.127,102.762,103.015,101.498,4,12,Finished,51,105.53
2018,5,Spanish Grand Prix,ALO,35,80.035,78.276,78.1,77.721,8,4,+1 Lap,65,80.727
2018,5,Spanish Grand Prix,BOT,39,78.611,77.674,77.111,76.213,2,18,Finished,66,79.478
2018,5,Spanish Grand Prix,ERI,37,80.501,79.493,,,13,0,+2 Laps,64,82.487
2018,5,Spanish Grand Prix,GAS,32,80.373,78.55,78.463,,19,0,Collision,1,
2018,5,Spanish Grand Prix,GRO,24,79.579,78.305,77.699,77.835,18,0,Collision,1,
2018,5,Spanish Grand Prix,HAM,39,78.259,77.633,77.166,76.173,1,25,Finished,66,79.133
2018,5,Spanish Grand Prix,HAR,34,81.265,,,,12,0,+2 Laps,64,81.439
2018,5,Spanish Grand Prix,HUL,43,80.183,78.923,,,20,0,Collision,1,
2018,5,Spanish Grand Prix,LEC,29,80.514,78.661,78.91,,10,1,+2 Laps,64,82.122
2018,5,Spanish Grand Prix,MAG,39,79.643,78.169,77.618,77.676,6,8,+1 Lap,65,80.246
2018,5,Spanish Grand Prix,OCO,38,80.024,78.813,78.696,,16,0,Oil leak,39,82.117
2018,5,Spanish Grand Prix,PER,28,79.962,78.74,79.098,,9,2,+2 Laps,64,81.128
2018,5,Spanish Grand Prix,RAI,16,78.829,77.483,77.071,76.612,17,0,Turbo,25,81.531
2018,5,Spanish Grand Prix,RIC,41,78.392,77.623,77.638,76.818,5,10,Finished,66,78.441
2018,5,Spanish Grand Prix,SAI,31,80.672,78.48,77.803,77.79,7,6,+1 Lap,65,81.324
2018,5,Spanish Grand Prix,SIR,36,82.06,79.695,,,14,0,+3 Laps,63,82.68
2018,5,Spanish Grand Prix,STR,35,81.556,80.225,,,11,0,+2 Laps,64,82.095
2018,5,Spanish Grand Prix,VAN,32,79.722,78.885,78.323,,15,0,Gearbox,46,82.594
2018,5,Spanish Grand Prix,VER,39,78.533,77.411,77.266,76.816,3,15,Finished,66,79.422
2018,5,Spanish Grand Prix,VET,34,78.585,77.031,76.802,76.305,4,12,Finished,66,79.128
2018,6,Monaco Grand Prix,ALO,42,73.115,72.657,72.269,72.11,20,0,Gearbox,53,77.018
2018,6,Monaco Grand Prix,BOT,38,72.642,72.434,72.002,71.441,5,10,Finished,78,76.312
2018,6,Monaco Grand Prix,ERI,46,74.173,73.265,,,11,0,Finished,78,76.936
2018,6,Monaco Grand Prix,GAS,32,73.41,72.941,72.313,72.221,7,6,Finished,78,77.099
2018,6,Monaco Grand Prix,GRO,37,73.763,72.93,72.728,,15,0,+1 Lap,77,74.822
2018,6,Monaco Grand Prix,HAM,34,72.536,72.46,71.584,71.232,3,15,Finished,78,76.27
2018,6,Monaco Grand Prix,HAR,47,73.222,73.179,,,19,0,Collision,71,77.172
2018,6,Monaco Grand Prix,HUL,30,73.047,73.065,72.411,,8,4,Finished,78,76.061
2018,6,Monaco Grand Prix,LEC,45,73.575,72.829,72.714,,18,0,Collision,71,77.71
2018,6,Monaco Grand Prix,MAG,41,73.572,73.393,,,13,0,Finished,78,77.476
2018,6,Monaco Grand Prix,OCO,47,73.382,73.028,72.188,72.061,6,8,Finished,78,77.027
2018,6,Monaco Grand Prix,PER,39,73.37,72.848,72.194,72.154,12,0,Finished,78,77.546
2018,6,Monaco Grand Prix,RAI,36,72.543,72.639,71.391,71.266,4,12,Finished,78,76.392
2018,6,Monaco Grand Prix,RIC,33,71.841,72.013,71.278,70.81,1,25,Finished,78,75.562
2018,6,Monaco Grand Prix,SAI,34,73.2,72.95,72.286,72.13,10,1,Finished,78,77.491
2018,6,Monaco Grand Prix,SIR,44,73.547,72.706,72.521,,16,0,+1 Lap,77,75.325
2018,6,Monaco Grand Prix,STR,34,74.011,73.323,,,17,0,+2 Laps,76,74.944
2018,6,Monaco Grand Prix,VAN,40,73.077,72.463,72.44,,14,0,+1 Lap,77,76.864
2018,6,Monaco Grand Prix,VER,41,72.035,,,,9,2,Finished,78,74.26
2018,6,Monaco Grand Prix,VET,42,72.413,72.415,71.518,71.039,2,18,Finished,78,76.065
2018,7,Canadian Grand Prix,ALO,30,73.866,72.979,72.856,,18,0,Exhaust,41,76.18
2018,7,Canadian Grand Prix,BOT,40,73.061,71.95,71.514,70.857,2,18,Finished,70,73.992
2018,7,Canadian Grand Prix,ERI,41,74.108,74.593,,,15,0,+2 Laps,68,76.403
2018,7,Canadian Grand Prix,GAS,39,74.486,73.047,,,11,0,+1 Lap,69,75.699
2018,7,Canadian Grand Prix,GRO,34,73.62,,,,12,0,+1 Lap,69,75.47
2018,7,Canadian Grand Prix,HAM,39,72.777,71.835,71.74,70.996,5,10,Finished,70,74.183
2018,7,Canadian Grand Prix,HAR,42,73.889,72.587,72.635,,19,0,Collision,1,
2018,7,Canadian Grand Prix,HUL,37,73.967,72.795,71.916,71.973,7,6,+1 Lap,69,75.488
2018,7,Canadian Grand Prix,LEC,39,73.884,72.945,72.661,,10,1,+1 Lap,69,75.351
2018,7,Canadian Grand Prix,MAG,39,73.956,72.68,72.606,,13,0,+1 Lap,69,75.401
2018,7,Canadian Grand Prix,OCO,40,73.747,72.577,72.141,72.084,9,2,+1 Lap,69,75.498
2018,7,Canadian Grand Prix,PER,40,73.754,72.702,72.395,72.671,14,0,+1 Lap,69,75.1
2018,7,Canadian Grand Prix,RAI,42,72.328,71.725,71.62,71.095,6,8,Finished,70,74.075
2018,7,Canadian Grand Prix,RIC,17,72.603,72.459,71.434,71.116,4,12,Finished,70,73.835
2018,7,Canadian Grand Prix,SAI,9,74.433,72.689,72.097,72.168,8,4,+1 Lap,69,75.666
2018,7,Canadian Grand Prix,SIR,35,74.782,73.643,,,17,0,+2 Laps,68,75.924
2018,7,Canadian Grand Prix,STR,40,74.703,73.59,,,20,0,Collision,1,
2018,7,Canadian Grand Prix,VAN,14,74.167,72.998,72.865,,16,0,+2 Laps,68,75.765
2018,7,Canadian Grand Prix,VER,39,72.198,72.008,71.472,70.937,3,15,Finished,70,73.864
2018,7,Canadian Grand Prix,VET,24,72.985,71.71,71.524,70.764,1,25,Finished,70,73.964
2018,8,French Grand Prix,ALO,24,94.4,92.976,,,16,0,Wheel,51,95.133
2018,8,French Grand Prix,BOT,7,94.156,91.776,91.227,90.147,7,6,Finished,53,94.225
2018,8,French Grand Prix,ERI,,,92.804,92.82,,13,0,+1 Lap,52,96.494
2018,8,French Grand Prix,GAS,35,94.535,92.447,92.46,,20,0,Collision,1,
2018,8,French Grand Prix,GRO,30,93.699,92.083,91.472,,11,0,+1 Lap,52,95.695
2018,8,French Grand Prix,HAM,27,92.539,91.271,90.645,90.029,1,25,Finished,53,94.509
2018,8,French Grand Prix,HAR,31,95.697,93.025,,,14,0,+1 Lap,52,96.839
2018,8,French Grand Prix,HUL,30,95.067,92.949,92.115,,9,2,Finished,53,95.873
2018,8,French Grand Prix,LEC,33,95.583,92.538,92.055,92.635,10,1,Finished,53,95.977
2018,8,French Grand Prix,MAG,33,94.457,92.169,91.51,92.93,6,8,Finished,53,95.425
2018,8,French Grand Prix,OCO,25,95.705,92.786,92.075,,19,0,Collision,1,
2018,8,French Grand Prix,PER,13,96.08,92.692,92.454,,18,0,Engine,28,98.319
2018,8,French Grand Prix,RAI,29,93.426,91.567,90.772,91.057,3,15,Finished,53,94.398
2018,8,French Grand Prix,RIC,31,93.243,91.91,91.538,90.895,4,12,Finished,53,95.382
2018,8,French Grand Prix,SAI,33,95.086,92.394,92.016,92.126,8,4,Finished,53,95.638
2018,8,French Grand Prix,SIR,35,95.97,93.636,,,15,0,+1 Lap,52,98.3
2018,8,French Grand Prix,STR,34,95.936,93.729,,,17,0,Puncture,49,98.319
2018,8,French Grand Prix,VAN,28,95.172,93.162,,,12,0,+1 Lap,52,96.675
2018,8,French Grand Prix,VER,24,93.271,91.531,90.818,90.705,2,18,Finished,53,94.275
2018,8,French Grand Prix,VET,35,93.689,91.82,90.751,90.4,5,10,Finished,53,94.485
2018,9,Austrian Grand Prix,ALO,33,66.429,64.965,65.058,,8,4,+1 Lap,70,68.661
2018,9,Austrian Grand Prix,BOT,42,64.755,64.175,63.756,63.13,19,0,Hydraulics,14,69.044
2018,9,Austrian Grand Prix,ERI,29,66.199,65.479,,,10,1,+1 Lap,70,68.216
2018,9,Austrian Grand Prix,GAS,31,65.758,65.011,64.874,,11,0,+1 Lap,70,69.295
2018,9,Austrian Grand Prix,GRO,38,65.429,64.242,64.059,63.892,4,12,+1 Lap,70,69.071
2018,9,Austrian Grand Prix,HAM,37,64.579,64.08,63.577,63.149,16,0,Fuel pressure,63,67.241
2018,9,Austrian Grand Prix,HAR,55,66.332,65.366,,,17,0,Hydraulics,55,69.171
2018,9,Austrian Grand Prix,HUL,42,66.273,64.864,64.676,65.019,20,0,Engine,12,70.38
2018,9,Austrian Grand Prix,LEC,30,66.096,64.967,64.979,,9,2,+1 Lap,70,69.006
2018,9,Austrian Grand Prix,MAG,41,65.559,64.46,64.291,64.051,5,10,+1 Lap,70,68.476
2018,9,Austrian Grand Prix,OCO,43,66.133,65.148,64.845,,6,8,+1 Lap,70,68.85
2018,9,Austrian Grand Prix,PER,48,66.354,65.279,,,7,6,+1 Lap,70,68.504
2018,9,Austrian Grand Prix,RAI,42,65.265,64.234,63.975,63.66,2,18,Finished,71,66.957
2018,9,Austrian Grand Prix,RIC,48,65.031,64.723,64.403,63.996,18,0,Exhaust,54,67.591
2018,9,Austrian Grand Prix,SAI,38,65.999,64.948,64.561,64.725,12,0,+1 Lap,70,68.766
2018,9,Austrian Grand Prix,SIR,49,66.326,65.322,,,13,0,+2 Laps,69,68.971
2018,9,Austrian Grand Prix,STR,44,66.626,65.264,65.286,,14,0,+2 Laps,69,69.203
2018,9,Austrian Grand Prix,VAN,47,65.93,65.271,,,15,0,Collision damage,65,68.894
2018,9,Austrian Grand Prix,VER,48,65.125,64.273,64.001,63.84,1,25,Finished,71,67.442
2018,9,Austrian Grand Prix,VET,53,64.815,64.347,63.544,63.464,3,15,Finished,71,67.082
2018,10,British Grand Prix,ALO,31,89.306,88.187,88.139,,8,4,Finished,52,93.482
2018,10,British Grand Prix,BOT,30,87.909,87.025,86.413,86.217,4,12,Finished,52,91.377
2018,10,British Grand Prix,ERI,32,90.046,88.249,88.391,,18,0,Accident,32,93.675
2018,10,British Grand Prix,GAS,16,89.831,88.399,88.343,,13,0,Finished,52,93.465
2018,10,British Grand Prix,GRO,,,88.086,87.522,87.455,16,0,Collision,38,94.391
2018,10,British Grand Prix,HAM,32,87.739,86.818,86.256,85.892,2,18,Finished,52,91.245
2018,10,British Grand Prix,HAR,36,90.404,,,,20,0,Power Unit,1,174.472
2018,10,British Grand Prix,HUL,35,89.354,88.017,87.901,,6,8,Finished,52,93.405
2018,10,British Grand Prix,LEC,30,89.557,87.962,87.79,87.879,19,0,Tyre,18,95.209
2018,10,British Grand Prix,MAG,33,89.617,88.143,87.73,87.244,9,2,Finished,52,93.604
2018,10,British Grand Prix,OCO,33,89.467,88.279,87.843,88.194,7,6,Finished,52,93.606
2018,10,British Grand Prix,PER,32,89.522,88.21,87.928,,10,1,Finished,52,93.472
2018,10,British Grand Prix,RAI,34,88.045,87.549,86.483,85.99,3,15,Finished,52,90.795
2018,10,British Grand Prix,RIC,31,88.408,87.979,87.369,87.099,5,10,Finished,52,91.589
2018,10,British Grand Prix,SAI,36,89.563,88.456,,,17,0,Collision,38,94.602
2018,10,British Grand Prix,SIR,36,90.103,89.252,,,14,0,Finished,52,94.62
2018,10,British Grand Prix,STR,34,90.069,,,,12,0,Finished,52,93.869
2018,10,British Grand Prix,VAN,31,90.121,89.096,,,11,0,Finished,52,93.551
2018,10,British Grand Prix,VER,2,,87.309,87.013,86.602,15,0,Brakes,47,92.007
2018,10,British Grand Prix,VET,36,87.552,86.585,86.372,85.936,1,25,Finished,52,90.696
2018,11,German Grand Prix,ALO,38,74.836,73.614,73.657,,16,0,Retired,65,77.741
2018,11,German Grand Prix,BOT,39,73.19,72.962,72.152,71.416,2,18,Finished,67,75.721
2018,11,German Grand Prix,ERI,38,74.783,73.562,73.736,,9,2,Finished,67,77.745
2018,11,German Grand Prix,GAS,44,74.793,73.749,,,14,0,+1 Lap,66,77.762
2018,11,German Grand Prix,GRO,34,73.973,72.986,72.722,72.544,6,8,Finished,67,76.716
2018,11,German Grand Prix,HAM,39,73.111,73.012,,,1,25,Finished,67,75.545
2018,11,German Grand Prix,HAR,45,74.83,74.045,,,10,1,Finished,67,77.681
2018,11,German Grand Prix,HUL,31,74.496,73.479,72.946,72.56,5,10,Finished,67,77.91
2018,11,German Grand Prix,LEC,41,74.374,73.077,72.995,72.717,15,0,+1 Lap,66,77.852
2018,11,German Grand Prix,MAG,36,74.189,73.105,72.523,72.2,11,0,Finished,67,77.697
2018,11,German Grand Prix,OCO,39,74.508,73.72,,,8,4,Finished,67,77.941
2018,11,German Grand Prix,PER,38,74.552,73.427,73.072,72.774,7,6,Finished,67,77.867
2018,11,German Grand Prix,RAI,41,73.427,72.505,72.336,71.547,3,15,Finished,67,75.99
2018,11,German Grand Prix,RIC,36,74.682,73.318,,,20,0,Engine,28,78.262
2018,11,German Grand Prix,SAI,43,74.592,73.324,73.032,72.692,12,0,Finished,67,77.43
2018,11,German Grand Prix,SIR,41,75.408,73.708,73.702,,19,0,Engine,51,78.934
2018,11,German Grand Prix,STR,36,75.269,74.206,,,17,0,Engine,53,78.861
2018,11,German Grand Prix,VAN,34,75.454,74.401,,,13,0,Finished,67,77.537
2018,11,German Grand Prix,VER,18,73.085,73.127,72.188,71.822,4,12,Finished,67,75.852
2018,11,German Grand Prix,VET,46,73.31,72.538,72.505,71.212,18,0,Accident,52,77.29
2018,12,Hungarian Grand Prix,ALO,38,78.857,78.208,95.214,,8,4,+1 Lap,69,82.09
2018,12,Hungarian Grand Prix,BOT,46,77.868,77.123,92.081,95.918,5,10,Finished,70,81.736
2018,12,Hungarian Grand Prix,ERI,42,79.043,78.641,97.075,,15,0,+2 Laps,68,83.671
2018,12,Hungarian Grand Prix,GAS,43,78.518,78.577,91.286,97.591,6,8,Finished,70,81.685
2018,12,Hungarian Grand Prix,GRO,39,78.065,77.901,93.65,100.593,10,1,+1 Lap,69,82.606
2018,12,Hungarian Grand Prix,HAM,43,77.587,77.419,91.242,95.658,1,25,Finished,70,81.107
2018,12,Hungarian Grand Prix,HAR,41,78.916,78.429,92.59,98.128,11,0,+1 Lap,69,82.612
2018,12,Hungarian Grand Prix,HUL,23,78.913,77.905,96.506,,12,0,+1 Lap,69,81.261
2018,12,Hungarian Grand Prix,LEC,38,79.137,78.817,,,20,0,Suspension,1,
2018,12,Hungarian Grand Prix,MAG,35,78.88,78.314,92.968,99.858,7,6,+1 Lap,69,81.302
2018,12,Hungarian Grand Prix,OCO,41,78.761,79.142,,,13,0,+1 Lap,69,82.876
2018,12,Hungarian Grand Prix,PER,42,78.85,79.2,,,14,0,+1 Lap,69,83.263
2018,12,Hungarian Grand Prix,RAI,40,77.153,77.526,92.762,96.186,3,15,Finished,70,80.292
2018,12,Hungarian Grand Prix,RIC,36,77.061,78.54,96.442,,4,12,Finished,70,80.012
2018,12,Hungarian Grand Prix,SAI,38,78.495,77.829,90.771,96.743,9,2,+1 Lap,69,82.774
2018,12,Hungarian Grand Prix,SIR,45,79.77,79.301,,,16,0,+2 Laps,68,83.708
2018,12,Hungarian Grand Prix,STR,45,79.645,78.56,,,17,0,+2 Laps,68,82.66
2018,12,Hungarian Grand Prix,VAN,38,79.712,78.782,,,18,0,Gearbox,50,83.077
2018,12,Hungarian Grand Prix,VER,35,76.908,76.94,91.178,98.032,19,0,Power loss,6,83.985
2018,12,Hungarian Grand Prix,VET,45,76.834,76.666,88.636,96.21,2,18,Finished,70,80.056
2018,13,Belgian Grand Prix,ALO,28,106.153,104.917,,,19,0,Accident,1,
2018,13,Belgian Grand Prix,BOT,29,103.803,102.805,102.191,,4,12,Finished,44,106.286
2018,13,Belgian Grand Prix,ERI,24,105.537,103.846,104.301,,10,1,+1 Lap,43,108.694
2018,13,Belgian Grand Prix,GAS,33,106.08,104.221,103.844,,9,2,Finished,44,108.588
2018,13,Belgian Grand Prix,GRO,29,105.817,103.597,103.042,122.122,7,6,Finished,44,108.283
2018,13,Belgian Grand Prix,HAM,28,103.523,102.977,101.553,118.179,2,18,Finished,44,106.721
2018,13,Belgian Grand Prix,HAR,35,106.337,104.153,103.865,,14,0,+1 Lap,43,108.756
2018,13,Belgian Grand Prix,HUL,28,105.753,104.145,,,20,0,Accident,1,
2018,13,Belgian Grand Prix,LEC,25,105.622,103.654,104.062,,18,0,Accident,1,
2018,13,Belgian Grand Prix,MAG,29,106.078,103.834,103.32,124.933,8,4,Finished,44,107.937
2018,13,Belgian Grand Prix,OCO,24,105.935,104.003,103.302,121.851,6,8,Finished,44,108.078
2018,13,Belgian Grand Prix,PER,27,104.662,104.004,103.014,121.894,5,10,Finished,44,108.08
2018,13,Belgian Grand Prix,RAI,29,103.355,102.585,101.533,122.671,17,0,Brakes,8,114.32
2018,13,Belgian Grand Prix,RIC,31,104.25,103.604,103.126,122.939,16,0,Retired,28,109.242
2018,13,Belgian Grand Prix,SAI,29,105.481,104.489,,,11,0,+1 Lap,43,108.67
2018,13,Belgian Grand Prix,SIR,35,106.451,104.998,,,12,0,+1 Lap,43,109.113
2018,13,Belgian Grand Prix,STR,34,106.47,105.134,,,13,0,+1 Lap,43,109.287
2018,13,Belgian Grand Prix,VAN,25,106.496,105.307,,,15,0,+1 Lap,43,108.956
2018,13,Belgian Grand Prix,VER,25,104.046,103.199,102.554,122.769,3,15,Finished,44,106.946
2018,13,Belgian Grand Prix,VET,31,104.129,103.035,101.501,118.905,1,25,Finished,44,106.644
2018,14,Italian Grand Prix,ALO,23,83.741,81.85,82.568,,18,0,Engine,9,87.009
2018,14,Italian Grand Prix,BOT,35,81.803,81.381,80.427,79.656,3,15,Finished,53,82.907
2018,14,Italian Grand Prix,ERI,2,,82.048,,,15,0,+1 Lap,52,83.768
2018,14,Italian Grand Prix,GAS,34,83.402,81.834,81.667,81.35,14,0,+1 Lap,52,84.767
2018,14,Italian Grand Prix,GRO,31,83.077,81.887,81.239,80.936,20,0,Disqualified,53,84.243
2018,14,Italian Grand Prix,HAM,31,81.392,80.81,79.798,79.294,1,25,Finished,53,82.497
2018,14,Italian Grand Prix,HAR,16,83.531,81.934,,,19,0,Brakes,1,
2018,14,Italian Grand Prix,HUL,30,83.063,81.801,,,13,0,+1 Lap,52,84.059
2018,14,Italian Grand Prix,LEC,20,82.965,81.889,,,11,0,+1 Lap,52,84.504
2018,14,Italian Grand Prix,MAG,28,83.233,81.783,81.669,,16,0,+1 Lap,52,85.692
2018,14,Italian Grand Prix,OCO,30,82.93,81.57,81.315,81.099,6,8,Finished,53,84.179
2018,14,Italian Grand Prix,PER,32,82.942,81.888,,,7,6,Finished,53,83.529
2018,14,Italian Grand Prix,RAI,31,81.375,80.722,79.846,79.119,2,18,Finished,53,83.515
2018,14,Italian Grand Prix,RIC,28,82.296,81.28,,,17,0,Engine,24,85.229
2018,14,Italian Grand Prix,SAI,32,83.193,81.732,81.552,81.041,8,4,Finished,53,84.056
2018,14,Italian Grand Prix,SIR,28,83.514,81.813,81.732,,10,1,+1 Lap,52,83.768
2018,14,Italian Grand Prix,STR,29,83.566,81.838,81.494,81.627,9,2,+1 Lap,52,84.58
2018,14,Italian Grand Prix,VAN,30,84.084,82.085,,,12,0,+1 Lap,52,84.772
2018,14,Italian Grand Prix,VER,28,82.154,81.381,80.333,80.615,5,10,Finished,53,83.609
